order_id,product_id,quantity,unit_price
1598,11,2,4.23196206444183
2757,74,4,2.153254833355639
1913,97,1,3.2834178737758517
265,50,1,4.292565803431603
333,67,3,2.174193967138125
2236,41,4,4.176231797639467
1087,29,1,3.6079893464834423
820,37,4,2.9310036001544595
1303,56,3,2.3807847504259074
1566,80,3,4.959050046020941
1195,16,3,4.276775662697654
1527,44,4,3.3350547457905524
299,50,1,3.534823605670767
2249,71,2,3.2321716088663783
1159,79,1,1.6922807982873582
272,6,4,4.788489083072965
535,18,1,3.71884269388573
2079,19,2,4.454381330418167
1145,51,1,3.0457702195262017
69,66,2,3.5921381901911174
2931,3,4,3.8199236000022836
827,89,3,4.531158033985802
2972,100,2,5.292996420737788
1170,54,4,3.1512485180487944
984,49,3,3.1523832205518714
481,28,2,3.2542911891166817
2341,38,3,2.903699353369861
2016,28,1,6.1464633864088505
1453,32,4,1.818411276904201
2134,41,4,6.186397783483036
1040,36,4,4.138671525260126
2776,36,4,3.4174226240465133
628,87,2,2.6623681581307155
118,66,1,3.4595342700734917
2318,10,3,2.9362541339930015
2903,70,4,4.880359124497399
162,72,4,4.131029202308586
2748,79,2,5.17091680537102
1677,93,2,3.2095938864934066
167,63,2,3.6413423289322884
300,92,1,3.402596612427758
2076,22,3,3.1261903112543488
562,98,1,2.4709610243078433
2931,20,4,4.219373561059871
2204,33,2,3.841029209629901
1348,15,4,3.4527624466094604
1145,7,3,4.002943960489461
2700,88,3,3.0878579811291322
1552,90,1,3.515200210042912
2869,50,1,4.362032219583249
561,10,2,4.498647035654952
1188,79,2,5.028187732715589
1690,37,4,2.3904459611883095
312,59,2,2.5373752552969604
2424,88,2,2.3480751453924027
1370,75,4,2.8517865322697524
2198,63,3,3.164800564854397
1912,21,2,3.937059692042053
2633,79,2,4.664549084906719
581,79,4,3.1061415807731567
977,37,4,4.073972826063504
177,45,4,4.777995672204597
2402,14,4,3.0447423025714144
514,43,4,3.2187027457722435
2357,85,2,3.566114571928927
119,84,1,1.8243790446494383
1543,33,1,4.011297738329327
767,3,1,2.2951511545953043
973,87,2,4.289706327623754
916,44,3,3.0690576774634803
2526,87,2,2.989603890772075
1438,91,1,2.5213460641952734
587,35,1,4.0409994154918785
351,25,4,4.034476618089867
1530,96,4,3.044847115951452
2243,86,4,5.2976470963228826
1474,8,2,3.5342986741726095
496,62,3,3.486041413893683
2563,18,3,3.559305832842714
2744,92,4,2.8196812028122125
1871,28,3,2.506155048427036
273,75,1,3.1264693155907546
2928,12,1,4.133983615458757
2100,64,4,1.648688500259287
263,2,4,2.000470594464945
2181,59,4,2.892445929278672
2358,37,3,1.7059167608883947
1597,4,2,2.0832896910552856
2064,41,4,4.309462302982964
1765,45,3,3.061737655853602
195,34,4,2.654102333196888
1787,87,2,3.6399573467046187
1467,13,4,3.614990897724508
2351,7,1,4.664603291963074
1072,32,4,1.7204568808253888
1771,23,1,2.57356232772355
1145,49,1,2.902988172380482
1523,72,3,3.89113649477643
832,47,3,6.391895234054207
562,37,1,4.0863810773065286
41,98,1,3.234122817807535
1480,48,4,2.2867181039289006
2582,29,4,2.161577839237249
371,37,1,4.403145271542791
1206,23,3,2.705222408950986
2565,38,4,3.145916633751768
657,93,4,5.157269076514464
590,44,4,1.7853773794678827
231,5,3,3.7704837761099133
809,52,1,2.596361029969038
1372,40,4,5.136270904585244
479,11,3,2.5614217475082484
1233,78,3,4.168917172528052
2723,2,3,1.6918232978481382
2326,35,3,5.053278148044159
1773,45,4,4.419723853374733
2101,49,1,2.9438071232168204
1885,35,1,3.892983100159833
1034,92,3,4.457326732764849
1763,72,1,3.6528322807575986
748,32,4,3.1114528007378586
464,68,1,3.4019132018321936
754,71,1,3.610024924889241
1841,39,2,3.556342483968305
583,48,1,3.9345193482086627
2206,91,1,2.4787540118964273
19,37,3,2.8517970182302763
55,60,3,3.109834192970166
1751,81,2,3.9710029757080236
721,74,4,1.9719397952542757
2809,4,2,3.653900977428795
1564,23,1,4.280784571156961
2856,14,1,3.5484015957002746
2771,5,4,3.5752131699300302
2333,66,4,3.197497611298762
1556,24,3,3.562239554895463
2559,18,1,3.0588931123451353
1420,27,1,3.333616498314586
2168,24,1,3.0583447553959955
2145,29,1,3.3206223278692284
2168,11,1,3.1824133428969046
1561,18,1,2.318806109111771
1177,4,1,1.9943970836414031
1269,33,1,3.579228770043546
1796,78,3,4.1038796562432545
2441,42,2,5.054244846428454
1167,32,1,4.597567607627167
2842,51,3,4.404214684907528
1871,4,1,3.7292201216252283
2268,20,4,3.6192358215766185
2887,85,1,2.7108377787886386
160,67,2,2.5977556104335244
2659,89,3,3.6905105901238198
639,68,4,2.6650066364901064
1056,62,4,3.4094180298654857
2825,58,1,1.002234897944319
334,47,2,3.9671389524197056
892,75,2,2.465255607959555
2988,80,1,2.072220707390424
2017,59,1,4.222458025734234
352,100,3,4.463074855056201
1363,6,3,3.41553072124264
926,95,1,2.7828825552157865
1424,40,1,4.218280646197677
2444,77,4,2.7309965802110328
2578,23,2,3.342362228154538
2406,52,3,4.8483095839700425
1420,4,1,3.8752657606726717
2876,37,1,3.4538434510378324
60,42,3,3.224108342953178
2525,44,4,3.5438265048446564
2660,97,4,3.7660070625765485
1,42,1,2.374480368683282
1579,29,2,4.70825714067204
311,19,2,3.0418610940308937
2216,84,1,3.2954747163922944
2240,32,3,4.313621421083059
708,44,2,3.358527533929432
1182,55,3,4.381026414735838
1781,80,3,3.4529736715232136
1524,5,3,3.599332921861604
2414,46,4,3.715372803123243
1364,76,2,3.8739058614384874
858,45,4,4.059503407669855
2375,21,2,4.551994048148689
2162,78,1,4.492624966686234
2845,22,3,2.7067221703784066
919,30,2,4.954201443748394
609,23,2,1.7994889488950694
309,5,1,2.86879673725951
2449,63,4,3.3622111772329477
1344,93,2,2.333740931915435
212,59,2,3.77982240745458
2365,94,4,4.23986044389503
185,82,4,2.787375653700094
1229,52,2,3.9634495683045854
1388,65,4,4.33684807002983
1240,39,1,1.564478918506608
246,81,1,3.674244426918278
239,3,3,3.873308403561571
1829,42,2,2.5827895939533354
1415,71,1,2.305069091984054
520,27,1,2.8122285407585763
1614,28,1,3.3129422073572212
277,54,3,2.7493360571787155
1006,95,4,4.05557068381158
2250,15,3,3.9261357243581774
214,53,3,3.87592629998585
606,72,3,4.758194441193777
478,70,3,4.145447181054568
508,92,2,3.783386827743959
1099,4,2,2.2753642751139145
2717,94,1,4.657491110325083
2713,17,3,4.766668104935495
1978,34,3,3.170914508972832
142,6,1,2.690680237304836
2370,36,4,4.254579731486004
1718,99,2,1.679665890272897
461,39,3,3.898356367619162
2755,80,4,4.996789221332549
670,66,4,3.1188422817829915
2102,8,3,3.74219849632113
2325,15,3,3.6010298222449464
1845,63,4,4.543319014479797
1619,91,2,3.6061210979174545
400,80,2,3.1572856590973712
668,65,3,1.9807921237007433
2564,59,3,3.5942457641863417
1523,10,1,3.4301873091870316
1335,7,1,1.4654339444776805
1295,74,2,2.4933578030357504
2624,76,1,2.9023644197989715
1473,81,4,2.9025727385528706
2160,12,4,3.4717827841780364
239,79,4,3.390228184376837
1044,46,4,3.4372452057514082
1313,32,3,5.759583629909516
1617,32,4,3.0585755051250074
2245,90,2,2.630629198157018
2430,78,1,5.066994199662594
1722,90,2,4.963941710829485
1741,61,3,2.4177799604670867
1516,69,1,4.713427692309031
2212,61,1,1.6533278793425032
2654,46,1,6.370389716646866
1273,68,4,5.2828379644761645
2903,92,3,4.031934669735131
1045,55,2,4.358570421261332
2879,1,4,3.943716819164036
1536,77,1,2.8409692973519003
2645,67,2,4.695663273869609
536,49,2,4.856157900842791
2159,25,2,2.7727438038130305
949,16,3,3.467994433954173
863,85,4,2.266818694175674
2643,13,3,3.452351567696908
1022,52,1,3.23238719571056
2508,36,1,4.752488801976856
434,72,2,5.100840733313504
1404,44,2,2.436342161916124
2936,83,2,4.2691374147371075
783,47,3,4.379658072379444
988,80,4,1.7521326327219395
169,76,3,4.465005071352639
709,20,1,2.0218781096091583
965,18,2,2.988777579394798
2775,54,2,2.598989902865017
1603,12,3,1.928885474441784
229,25,1,4.603791710404136
1185,60,4,2.5577976321735956
427,75,2,3.1037098550628515
122,86,2,3.4931791614492544
2197,34,1,4.242987503099079
2900,13,2,2.531366075530284
2753,38,4,3.987489160883888
111,12,3,3.269020319574334
1245,36,1,2.4919256936190637
1928,28,2,4.520507811606949
64,91,2,5.578456069928011
2686,39,4,3.703942490870914
1378,77,3,2.8910307730910967
909,43,4,2.764296564181024
1772,91,3,4.30642530521997
1509,31,4,3.513520452543185
13,2,3,2.4376735113173
2982,82,2,1.806810311803565
1177,90,2,3.8812143450569385
239,42,2,2.2346672602451303
663,31,1,3.0974331349357196
1110,61,3,5.128713352972028
694,56,1,2.668861238069784
1182,86,3,4.553682555798821
1505,100,2,2.478796659767287
1903,83,1,4.374688174201017
76,14,1,4.0751377372298245
329,14,4,3.988178598830122
1440,29,3,2.8913409348222574
1253,81,4,4.136888445159775
2200,50,1,3.8745805340045743
72,50,1,5.38794309371813
225,63,2,2.884045855570638
2521,73,4,4.785991175458774
2408,65,4,2.599371035008942
2588,68,4,3.2612049358002
811,71,3,2.8614917551139145
2657,11,1,3.004558288446058
2049,14,4,3.3426203518329283
678,83,2,4.941748366087304
291,3,1,3.9566429147428415
1482,8,2,4.734077830481283
2252,93,1,3.5145757727200353
1226,43,2,4.782735274667656
566,9,4,3.7270089419071044
2530,19,4,2.71074475156344
1816,12,2,4.556000633028407
511,27,3,4.983902148053531
924,58,2,4.138316966825675
2326,25,1,4.330879960561312
16,45,2,4.77915308690382
2404,48,2,3.2299516658890077
356,50,1,2.782055187740843
830,81,4,3.8626978111819357
2647,44,1,5.226451191961533
1102,59,2,3.8011896461561236
2976,33,1,4.129706529172813
1091,78,2,3.574730038893434
2907,28,4,3.794572924731741
1747,18,2,2.971981878444669
214,55,2,4.0482673488339325
1721,33,4,4.377784267317911
449,15,1,1.9974845828296643
1569,61,3,1.9988581557036866
2835,11,3,1.7461381681110348
2547,36,2,4.9754571988150555
710,15,2,2.575206513006
380,53,4,3.851727442435659
2788,62,1,5.285015889549969
2680,48,3,3.8325238229510017
1889,94,3,4.014293451092695
1048,15,4,2.656874827446737
539,63,4,3.833210976235364
2993,87,3,2.5049035420813883
753,43,1,1.596688554310958
535,50,1,3.552341918290371
673,60,1,3.8208161608356814
1065,59,2,2.9716164615570495
568,15,1,2.7533752172690136
1437,29,2,3.2865688381100733
415,75,2,2.7732635264916707
449,82,4,4.242201481770163
610,40,2,3.946846330835055
2706,31,2,5.128041170405337
2002,73,4,3.1444918339028187
1798,86,1,3.5698222675019835
2484,11,1,3.6735797009850306
705,81,3,3.127005799595688
2287,97,3,1.5165112830432705
1066,62,2,3.943890180050196
734,75,3,5.834821691346848
800,8,4,4.499355411792221
2058,51,3,5.458186757924491
2795,57,3,4.396796360905297
1861,4,2,3.348032505960399
2187,36,4,4.101582335620778
1891,19,3,4.569892880851131
731,24,1,1.89934606430462
196,41,4,3.9448215469759185
1098,49,4,3.40156722900089
1639,82,2,4.977444683540805
1659,97,4,3.8723251660929074
1126,46,4,1.0396955936888954
264,36,4,3.939886204764484
2993,10,4,1.4381484463214607
920,78,4,4.774108416359591
161,7,4,2.7321117997920674
1257,12,4,2.369254201798128
2539,86,1,2.7289505684880844
1811,91,4,2.6063257592221643
770,48,2,3.344289839094528
311,37,1,2.639492169839699
227,75,4,3.199175034691671
273,36,3,1.9577204640481496
2986,60,2,3.248355111884042
317,77,1,4.9225873407027905
1923,96,2,3.0514142474306505
2339,8,1,4.124146768167373
1493,7,3,2.243709027987408
2777,43,2,4.079696066041776
1895,58,2,4.6375842293943705
1602,81,1,4.92521198321428
1793,86,1,3.7007477006324354
1451,46,3,4.171442771102874
2423,34,4,2.2194811535982844
1926,84,1,3.1165901373247364
567,72,1,2.6997163250384295
2916,22,1,3.8284528224929715
2803,91,3,2.971784779918045
252,98,4,4.186787947979257
1557,21,4,5.968590329113054
2355,15,3,4.121574759141712
675,5,4,4.911657983340633
2916,17,2,2.31544743936195
2312,72,3,3.4150298666719894
2116,19,1,3.7168554419378474
1603,5,4,3.5650556977945755
514,23,2,5.343331458010859
2817,83,3,2.7561139530569285
442,14,3,3.8231240276498766
1,10,1,1.0715322483044343
2406,31,1,3.924673105363519
1139,13,3,4.005915855914551
903,22,2,3.447748536680714
1624,37,1,3.895301516978191
1221,39,3,2.935510608255152
2322,10,3,2.2784804564303176
856,31,1,2.5114596293187894
1018,43,4,2.6474339811966257
1184,99,2,2.207648391032882
2221,77,4,2.1681776336218768
585,94,4,2.669935834608591
2977,98,2,3.143896818281189
2529,36,2,3.631876502258964
455,35,1,2.2760923460597127
196,68,1,2.5661413526855235
2844,55,1,2.8857350342123684
599,68,2,3.9368787714413327
1333,47,4,2.3048681377045943
1760,6,2,2.982735469552555
556,28,1,4.472405545408508
2896,30,4,2.7053774907743557
1518,27,1,2.2527210699780404
439,69,4,3.41278073726352
2698,39,1,2.6687900803365463
359,35,2,0.7380553300143045
1058,44,3,3.6990457679400683
1112,15,3,4.370237091733588
2706,83,4,3.4776413629935736
2064,94,2,4.543198315629132
2793,32,1,4.1440258981101055
421,29,4,2.645100331789765
553,63,4,5.549506879287035
2815,6,1,3.821143581897637
2841,90,1,3.927802908110638
1150,27,1,2.506532381448171
1032,99,2,1.9541514645424154
1492,28,3,2.416606061585334
880,5,4,4.420101213846144
1886,41,4,5.210498376534256
852,56,3,3.7887510711853167
510,54,4,3.592524974339118
1860,80,2,4.467239631934799
1764,18,1,4.881168434697175
966,77,3,2.0479339721895338
1859,43,2,5.127933972551656
914,89,1,3.11950684772808
1391,74,3,4.583979513958942
1512,29,2,2.432368294215392
2066,10,3,4.533501980602031
2104,6,3,2.066304877409387
2967,80,2,4.621313020342505
1059,89,4,4.14334632710122
2950,4,2,1.927957112282363
2678,34,3,4.775413769947404
794,83,3,2.524021290944458
1597,33,2,4.642915595236411
1807,4,1,3.6444782914793863
347,44,1,2.2537290072892775
1056,98,1,2.4867806805571813
908,76,1,7.402798717621925
1024,31,2,5.807347015906643
576,80,4,3.289321810037041
199,66,1,3.924638288147539
1366,58,3,4.703033866909759
1999,60,1,2.2081228643446815
1255,2,4,4.1899361792315375
2349,36,2,4.487168193307468
1017,70,4,3.8618447434762277
26,60,4,4.890945548078626
1559,23,4,3.6526439575135403
2498,47,1,4.605296877355559
2368,46,1,3.736300286942207
2204,80,4,1.9663023882530253
471,44,2,4.43896182799131
2468,19,1,4.801946859422628
651,49,2,3.348797415168886
886,88,1,2.1609072456677683
930,58,2,4.368074558648046
1745,91,1,3.8164768248445435
2883,7,4,3.7970126131464292
876,94,3,3.6890194669650724
942,41,3,4.507710404593324
1309,78,2,3.787936267579521
572,15,2,3.025079168984151
54,76,4,1.8847393229344336
605,53,4,3.0384734995795
325,93,2,4.409558834482155
885,23,3,3.1652384643771616
265,77,4,4.407849338458054
382,73,2,2.085751798569828
1237,88,4,2.4883398264480605
2381,94,4,2.430298920359152
1382,65,1,3.635375667986816
2251,60,4,5.292013364903836
2106,10,2,5.744300291201
1518,58,4,4.557538540215935
1534,47,2,1.5420894936012952
1792,15,1,2.7479189670454875
547,9,1,0.5
871,13,3,3.665202757135674
2151,23,1,5.124881078048009
1224,33,1,4.31550733710289
865,9,2,1.7345324927990036
1966,3,3,4.888722445786122
398,94,1,4.7042795670184
1762,73,4,5.043128184673543
392,25,3,4.6091085124977385
2154,88,1,2.9738641623088595
1613,96,3,1.6450853763350333
1078,71,1,4.670926198109916
1301,36,2,4.276599465156007
2159,89,3,1.5280687857818647
2272,20,3,2.535701741483759
2123,81,1,2.56379229421714
2554,54,3,4.227471182220307
2818,100,1,3.4844997266451325
2530,90,4,3.2363180378017113
364,19,3,3.080520841693458
2287,60,3,2.3743324034540274
1425,37,2,4.4653818810489145
846,3,2,2.7731104523681784
1328,92,3,4.662376217803741
392,86,2,2.106961802836845
1041,19,3,3.008028345426864
2060,53,1,5.464833255932635
2047,46,3,3.7346223118464907
146,80,3,3.009453142885775
1306,56,4,2.8719134122488783
1573,70,2,2.6306059469285246
2217,31,2,3.9536969731465303
2895,53,4,4.398596449104377
2218,34,1,3.751297241466069
2033,31,1,3.440782512422175
765,60,1,4.101568709757098
1370,11,4,2.09544189520431
499,100,3,3.8780820682178643
1967,6,1,3.934654353709238
1166,27,1,3.76735303124337
2945,7,4,2.9447705166053324
1761,49,2,2.724956805918233
118,96,4,2.1991711882777203
365,72,2,4.970581572419205
1982,60,1,3.444322687133311
136,33,1,3.0762037175841366
1101,47,3,2.978770122629891
1872,44,3,2.543507158232182
2605,79,2,2.964296065324497
18,27,1,4.711229671479838
1891,94,1,4.081711271782995
2451,22,4,4.328493409106904
205,47,1,4.459286407035087
499,93,1,5.699830133702082
2372,48,4,3.5277201821832764
595,30,4,3.072012068553961
562,2,1,3.9371772747804528
1305,15,3,4.14867660891592
2527,47,3,3.465954171228693
2212,27,1,2.60603581459676
2372,71,3,3.6859967761256676
2599,27,4,4.044490332824687
2879,85,3,3.847388174216072
640,13,1,1.6623606975690706
1927,55,3,1.9099105004902668
2682,17,1,4.216784281274377
2807,75,3,3.127689166152093
2256,59,1,5.72457258275233
315,10,1,4.841160732554071
2352,33,3,2.231870049321579
901,78,3,4.526515283929843
2287,37,4,5.100576870205561
1751,8,2,3.0547263673212
804,33,1,3.413822379212746
1561,7,1,2.9519629514872037
1453,34,1,2.3773435610778764
1244,71,1,5.076977947068634
2323,7,3,0.9100261724574827
1671,41,3,2.8254188266758526
2028,100,2,3.0775406640213485
1769,55,1,3.657187955603493
2001,7,2,2.2603037466824656
1090,84,4,4.854934387418359
1447,18,2,1.6641002969902376
2303,43,2,1.6787275024866737
2173,78,4,3.558053109910067
1170,40,4,2.213046917753341
615,53,2,3.7077579537707543
2433,14,4,2.7599063035591445
2495,21,2,4.307395524060653
387,57,3,2.572131394208361
2431,91,3,4.944550772286276
1406,46,2,4.129407514470621
124,26,4,2.7419047063187483
1814,91,4,4.124246404632732
1625,24,3,3.646015942608452
1182,5,3,4.285510525516575
728,42,4,4.099443663798325
2944,92,4,3.8592868627803796
1142,43,4,3.564652054099214
2376,32,4,4.404473988528656
2742,88,2,4.67059659148013
359,6,4,3.6365670008988995
2845,74,3,4.106148566418609
443,67,3,4.437258212037427
2212,7,1,5.106927026918033
973,29,4,4.932123453979829
361,34,2,4.5298568458791655
2633,7,1,3.0858775575399213
853,81,1,2.187125681182179
1625,77,2,4.059297089392447
1612,58,1,4.051727018119504
1757,85,1,3.1030578100167787
1024,31,3,2.165751954916714
1908,73,1,5.155793512754432
1931,45,2,3.925593918445907
241,47,4,2.2917539533082083
666,77,4,3.3730205065918657
2613,81,4,2.1563151554691893
1166,72,3,4.181784234549847
2880,73,3,5.3500814825763605
976,73,3,3.3139769775834975
2040,40,2,3.4075142530857154
2079,30,4,3.2237131638945034
223,62,2,3.275603479603501
1828,71,2,2.7240746787930767
2314,17,1,4.8820428599992365
1306,5,4,3.695028001698748
788,81,1,3.5633829088840114
2429,1,3,3.273946444546578
556,80,3,2.22710354611974
2110,81,2,4.438382160202565
2761,94,2,4.922958683189824
847,31,1,1.6385321610376364
2569,35,1,4.209447196932399
1095,72,2,4.36245075213773
2650,30,4,4.784205185799167
1560,85,2,4.705465221990526
140,15,4,6.135802651990737
1364,98,1,3.900260623083051
590,56,3,4.492678189777898
1750,60,3,3.512432247610562
2576,27,1,2.697165157005945
541,2,1,4.2082734416359315
2423,74,3,4.493794000909798
291,64,4,3.8417849719227366
2091,5,1,1.8397547672792667
1256,91,4,2.0510434786823506
1236,68,4,4.26729499879958
8,13,3,3.1342628817585827
1658,81,4,3.856093292921188
483,85,3,3.9826912180146397
2090,23,1,3.385583060272483
333,97,2,3.2439157495559487
1257,50,2,3.36973303888307
1040,79,2,4.091490242409035
2117,78,2,3.979997950333474
2101,73,2,2.7010254027228227
685,37,2,3.485163975470349
994,30,4,2.43929311400138
1798,93,4,4.014355750913612
1825,23,2,3.034457783672416
2575,34,1,4.2197721286492715
1806,64,1,3.2595708139730197
1703,55,4,4.644006025630968
63,71,4,4.833059782880621
261,9,2,3.944201340183429
858,4,1,3.1327567205916167
1264,66,3,2.5627028076066045
1489,91,2,4.461632091960378
1131,33,4,3.433806587527662
2031,32,4,3.5481500090250897
180,44,4,3.111596705983441
355,37,3,2.117206447410206
934,91,1,4.57448301860757
2775,92,4,3.4152855093657997
589,67,2,1.6377503267535087
1761,60,3,3.3619714021704437
605,59,1,2.1453061315560022
2229,36,2,4.090378615893254
174,49,2,3.953003243452936
2402,51,3,5.008254638633498
354,8,3,2.023415649451632
1339,50,3,4.937208139220019
